date,total,1,2,3,4,5,7,10,S1,S3,S6,S7,S8,S9
2023-01-20,108.9,29.7,25,25.4,5.4,,2.3,4.3,4.7,3.1,2.3,0.6,5.1,1.1
2023-01-21,49.8,12.6,10.7,12.4,2.6,,1.5,1.6,2.2,1.5,1.3,0.3,2.6,0.5
2023-01-22,68.6,17.1,14.8,19.5,3.7,,1.9,1.9,2.6,1.5,1.7,0.3,3.1,0.5
2023-01-23,81.9,21,20,22.7,3.5,,1.8,2.1,3.3,1.6,1.7,0.4,3.2,0.6
2023-01-24,125,32.7,32.6,34.6,5.6,,2.4,2.8,4.1,2.2,2.3,0.5,4.3,0.9
2023-01-25,130.4,35.1,33.7,34.4,6,,2.5,3.1,4.6,2.5,2.5,0.5,4.6,0.9
2023-01-26,143.7,39,35,37.9,6.7,,2.8,3.6,5.4,3.1,2.9,0.6,5.5,1.2
2023-01-27,148.2,41,33.9,37.5,6.7,,3,4.2,6.3,4.1,3,0.8,6.4,1.4
2023-01-28,197.9,55.4,46.4,47.9,10.1,,3.8,8.3,6.9,5.3,3.7,0.9,7.7,1.5
2023-01-29,215.6,60.8,50,51.7,11.3,,4.1,9.7,7.2,5.9,4,1,8.4,1.5
2023-01-30,240.4,68.7,55.3,57.1,12.9,,4.3,11.6,7.7,6.6,4.4,1,9.2,1.6
2023-01-31,255.9,72.1,60.8,61,13.5,,4.6,12.2,7.8,6.8,4.6,1.2,9.6,1.7
2023-02-01,260.2,73.5,61.9,61.9,13.9,,4.6,12.6,7.9,7,4.6,1.1,9.5,1.6
2023-02-02,249.9,70.7,60.2,59.1,13.5,,4.3,12.3,7.4,6.7,4.2,1.1,9,1.4
2023-02-03,269.7,78.4,64.4,62.6,14.3,,4.7,13.1,7.8,7.4,4.7,1.1,9.9,1.3
2023-02-04,221.3,62.5,53.6,53.9,10.9,,4.3,7.5,7.1,6.1,4.2,1,8.6,1.6
2023-02-05,189.4,52.7,43.9,47.1,9.2,,4.1,6.2,6.8,5.8,3.6,1,7.6,1.5
2023-02-06,253.3,72.4,58.3,58.4,14.4,,4.5,13.3,8.1,7.5,4.1,1.1,9.6,1.6
2023-02-07,261.8,74.3,62.8,60.3,14.7,,4.6,13.5,7.8,7.3,4.4,1.1,9.6,1.4
2023-02-08,260.4,74.1,62.5,59.8,14.6,,4.6,13.4,7.8,7.2,4.3,1.1,9.6,1.4
2023-02-09,244.9,69.7,59.2,55.9,13.9,,4.3,12.8,7.4,6.9,3.8,1,8.9,1.2
2023-02-10,295.6,84.4,70.7,68.4,16.2,,5.1,14.7,9.3,8,4.8,1.2,11,1.8
2023-02-11,240.4,65.9,59.2,58,11.7,,4.3,9,9.6,6.2,4.1,1,9.3,2.1
2023-02-12,192.7,52.2,45.6,45.9,9,,3.5,7,9.5,5.4,3.4,0.9,7.8,2.5
2023-02-13,262.2,75,61.9,59.5,15.2,,4.7,13.8,8.2,7.4,4.3,1.1,9.7,1.5
2023-02-14,297.2,84.8,73.6,67.1,16.8,,5.2,14.7,8.8,7.7,4.8,1.2,10.7,1.8
2023-02-15,282.6,79.2,69.3,64.7,16.1,,4.9,14.3,8.5,7.6,4.7,1.2,10.3,1.7
2023-02-16,282.3,79.1,69.2,64.9,16.1,,4.9,14.2,8.6,7.5,4.7,1.2,10.4,1.6
2023-02-17,315.5,89.3,75.4,73,17.6,,5.3,15.3,10.5,8.4,5.2,1.3,11.7,2.4
2023-02-18,305.3,85.8,75.6,73.5,15.6,,4.9,10.3,11.3,7.7,5,1.4,10.9,3.3
2023-02-19,274.2,75.8,66.6,65.3,13.8,,4.7,8.6,11.4,7.3,4.9,1.5,10.7,3.6
2023-02-20,284.6,79.4,67.4,64.4,16.9,,5,14.7,9.5,7.9,4.8,1.3,10.8,2.5
2023-02-21,278.5,78.4,67.7,62.7,16.2,,4.9,14.3,8.3,7.6,4.6,1.2,10.7,1.9
2023-02-22,277.3,78,67.2,62.6,16.2,,4.8,14.1,8.6,7.5,4.5,1.2,10.6,2
2023-02-23,260.1,73.5,63.3,58.5,15.1,,4.5,13.5,7.9,7.3,4.2,1.1,9.6,1.6
2023-02-24,326.2,92.9,77.7,74.7,18.3,,5.4,15.5,11.1,8.7,5.3,1.5,12.1,3
2023-02-25,324.1,91.1,81.1,77.9,16.8,,5,10.6,11.9,7.6,5.2,1.5,11.7,3.7
2023-02-26,285.8,80.3,70.1,68,14.3,,4.8,9.2,11.2,7.3,4.8,1.5,10.8,3.5
2023-02-27,287.1,81,68.2,64.7,17,,5.1,14.8,9,8,4.9,1.3,10.9,2.1
2023-02-28,277.9,78.2,67.4,62.4,16.3,,5,14.3,8.4,7.7,4.6,1.3,10.5,1.9
2023-03-01,285.3,80.6,69.7,63.9,16.8,,4.9,14.3,8.7,7.8,4.7,1.2,10.6,2.1
2023-03-02,279.2,78.7,67.8,62.8,16.4,,4.9,14.3,8.5,7.7,4.6,1.2,10.4,1.9
2023-03-03,328,93.5,77.9,74.7,18.4,,5.3,15.9,11,8.9,5.5,1.5,12.4,3
2023-03-04,338.4,95,85.6,81.7,17.7,,5.1,11.1,11.8,8.1,5.3,1.5,11.6,3.8
2023-03-05,282.9,79.5,68.9,67.4,14.5,,4.6,9.3,11.1,7.5,4.8,1.5,10.4,3.4
2023-03-06,283.1,80.1,66.9,63.7,16.8,,5,14.9,8.8,8,4.8,1.3,10.8,2
2023-03-07,278.2,78.2,67.7,62.5,16.4,,4.9,14.4,8.2,7.7,4.8,1.2,10.4,1.9
2023-03-08,300.8,86,74.1,66.8,17.3,,5.2,15,8.8,8,5.2,1.2,11.1,2.1
2023-03-09,277.8,78,67.2,62.5,16.4,,4.8,14.5,8.4,7.7,4.7,1.2,10.4,1.9
2023-03-10,327.5,92.9,77.1,75,18.7,,5.4,15.9,11.1,8.9,5.5,1.6,12.4,3
2023-03-11,307.8,85.9,76.2,75,16.4,,4.8,10.5,11,7.2,4.9,1.3,11.2,3.4
2023-03-12,270.2,76.1,64.7,64.5,13.9,,4.4,9.2,10.8,7.2,4.5,1.4,10.1,3.4
2023-03-13,283.8,80,66.6,64.6,17.1,,5.1,14.7,8.8,8,4.9,1.3,10.7,2
2023-03-14,285.4,79.5,69.2,65.3,17.3,,5,14.4,8.5,7.8,4.8,1.2,10.5,2
2023-03-15,304.2,84.1,73.2,71.7,19.1,,5.1,14.8,9.1,8,4.9,1.2,10.9,2.2
2023-03-16,287.1,79.6,69.3,66.9,19.1,,5.1,14.8,9.1,8,4.9,1.2,10.9,2.2
2023-03-17,311.9,89.2,72.9,72.3,18,,5.3,15.2,10.3,8.5,4.9,1.4,11.4,2.6
2023-03-18,352.7,97.6,86.2,91.1,21.6,,5.3,11.4,10.8,7.8,5.1,1.4,12,2.4
2023-03-19,310.5,85.8,72.4,79.5,17.2,,4.9,10.2,11.7,7.7,4.8,1.6,11.3,3.4
2023-03-20,298.2,83.7,69.6,69.9,18.2,,5.2,15,9.1,8.1,4.9,1.3,11.1,2.1
2023-03-21,271.3,76.1,65.8,62,16.2,,4.8,14,7.9,7.5,4.4,1.1,9.9,1.6
2023-03-22,263.4,74.6,64.2,59.2,15.5,,4.6,13.9,7.8,7.3,4.2,1.1,9.4,1.6
2023-03-23,272,76.4,66,61.9,16.2,,4.8,14.1,8.1,7.4,4.4,1.1,10,1.6
2023-03-24,332.1,93.9,78.4,77,19.4,,5.6,15.8,10.9,8.9,5.4,1.6,12.4,2.8
2023-03-25,327.5,91,81.3,81,16.8,,5,12.2,11.2,7.6,5,1.5,11.6,3.3
2023-03-26,299.5,83.7,71.2,74,15.6,,4.8,10.2,11.4,7.5,4.9,1.6,11.1,3.5
2023-03-27,297.1,83.9,69.7,68.3,17.8,,5.3,15.1,9.3,8.2,5,1.3,11.1,2.1
2023-03-28,297.7,83,72.3,67.8,17.5,,5.1,15.1,10.1,8,4.9,1.1,11,1.8
2023-03-29,295.1,82.8,71.7,67.5,17.3,,5.1,15.1,8.8,7.8,4.9,1.2,10.9,2
2023-03-30,286.3,80.4,69,65.5,16.6,,5,14.7,8.7,7.7,4.7,1.2,10.8,1.8
2023-03-31,346.3,98,80.4,80.4,19.3,,5.7,16.7,12.3,9.3,5.8,1.7,13.3,3.4
2023-04-01,355.5,98.7,87.4,89.1,18.5,,5.4,12.4,12.2,8.3,5.8,1.7,13,3
2023-04-02,298.9,83.8,70.9,72.7,14.7,,4.7,10.7,11.8,7.8,4.9,1.7,11.5,3.7
2023-04-03,270.8,77.2,63.2,61.6,15.7,,4.8,14.1,8.6,7.7,4.4,1.2,10.3,2
2023-04-04,289.4,81.3,69,65.8,16.3,,5.1,14.3,9.6,8.1,4.8,1.4,11.4,2.4
2023-04-05,256.6,71.8,62,61.9,12.6,,4,8.4,10.7,6.2,4.3,1.4,9.8,3.5
2023-04-06,294.5,82.1,70.9,67.2,16.8,,5.2,14.8,9.4,8.1,4.9,1.4,11.4,2.3
2023-04-07,344.8,97.8,81.9,79.4,19.4,,5.7,16.4,11.6,9.2,5.7,1.6,12.8,3.2
2023-04-08,334.6,93.3,83.8,81.3,17.3,,5.1,12.3,11.6,8.1,5.2,1.4,11.6,3.6
2023-04-09,290,81.3,70,68.9,14.8,,4.6,11.1,11.4,7.6,4.7,1.5,10.7,3.4
2023-04-10,301.1,85,70.9,69.1,17.7,,5.3,15.6,9.6,8.2,5.1,1.3,11.2,2.1
2023-04-11,286.6,80.1,69.9,65.4,16.6,,5.1,14.7,8.6,7.7,4.8,1.3,10.6,1.8
2023-04-12,294.7,83.2,71.5,67.1,17.1,,5.2,14.9,8.9,7.9,4.8,1.2,10.8,2.1
2023-04-13,286.8,80.4,69.7,65.5,16.6,,5,14.7,8.8,7.7,4.8,1.2,10.6,1.9
2023-04-14,332,94,78.3,76.6,18.5,,5.6,16.2,11.4,9,5.6,1.6,12.4,2.9
2023-04-15,331.4,92.4,82.9,80.7,16.9,,5.2,11.6,11.5,8,5.5,1.6,11.7,3.4
2023-04-16,282.5,79,67.8,67.3,14.3,,4.6,10,11,7.6,5,1.6,10.8,3.5
2023-04-17,292.7,82.9,68.5,67.2,17.1,,5.2,15.1,9.3,8.1,5,1.3,11,2
2023-04-18,280.2,78.6,68,63.8,16.1,,5,14.5,8.4,7.6,4.7,1.3,10.4,1.8
2023-04-19,289,81.6,69.8,65.7,16.8,,5.1,14.8,8.6,7.8,4.8,1.2,10.7,2
2023-04-20,287.7,80.8,69.7,65.6,16.7,,5.1,14.6,8.8,7.7,4.7,1.2,10.7,2
2023-04-21,321.7,91.4,76.9,73,18,,5.5,16,10.5,8.6,5.5,1.4,12.1,2.8
2023-04-22,257.8,71.9,63.7,59.7,13.1,,4.6,9.4,9.8,6.8,4.5,1.2,9.9,3.2
2023-04-23,258.6,73.3,60.8,58.9,14.9,,4.7,13.1,8.5,7.3,4.2,1.1,9.7,2
2023-04-24,275.8,78.5,65.4,62.7,16,,5,14.3,8.4,7.6,4.7,1.2,10.3,1.8
2023-04-25,283.4,79.7,69,64.1,16.3,,5.1,14.5,8.7,7.6,4.8,1.2,10.5,1.9
2023-04-26,300.7,84.9,72.4,68.3,17.2,,5.3,15.1,9.8,8.1,5,1.3,11,2.3
2023-04-27,306.2,86.3,72.8,70.3,17.4,,5.3,15,10.6,8.2,5,1.4,11.4,2.5
2023-04-28,374.6,104,86.6,86.9,19.7,,5.9,18.8,14.5,10.1,6.4,2,15.2,4.4
2023-04-29,354.2,95.6,85.4,88.2,16.5,,5.3,13.6,14.7,8.6,6,1.9,13.8,4.6
2023-04-30,379.6,102.1,95.8,97.4,18.3,,5.6,11.4,14,8.7,6.8,2.1,14,3.4
2023-05-01,372.7,98.3,92.8,97.2,17.6,,5.7,10.8,14.5,8.5,6.8,2.1,13.7,4.6
2023-05-02,304.5,83.1,73.6,77.1,14.1,,4.7,9.2,12.4,7.5,5.5,1.8,12,3.6
2023-05-03,226.7,63.2,49.5,53.7,10.1,,3.6,7.8,11.8,6.8,4.2,1.6,10.3,4.1
2023-05-04,273,76.7,62.7,62.1,15.3,,4.8,14.3,10.2,7.9,4.6,1.4,10.6,2.4
2023-05-05,272,76.8,64.7,61,15.5,,4.9,14.3,9.2,7.7,4.6,1.2,10.1,2
2023-05-06,289.7,82.1,68.3,65.3,16.3,,5.3,14.9,9.8,8,5,1.3,11.1,2.3
2023-05-07,221.9,61.9,53.1,51,11.1,,4.1,8,9.1,6.4,4.1,1.2,9.2,2.7
2023-05-08,282.6,80,66,63.8,16.2,,5.2,14.8,9.2,8,5,1.3,11,2.1
2023-05-09,282.6,79,68.6,63.5,16.2,,5.2,14.7,8.8,7.8,4.9,1.3,10.7,2
2023-05-10,281.8,79.1,67.8,63.4,16.2,,5.1,14.6,9,7.8,4.9,1.2,10.6,2.1
2023-05-11,280.5,78.4,67.8,63.4,16.1,,5.1,14.6,8.9,7.7,4.8,1.2,10.5,2
2023-05-12,316.6,88.9,74.5,72.5,17.6,,5.5,15.5,10.9,8.7,5.6,1.5,12.2,2.9
2023-05-13,293.6,81.1,73.3,69.7,15.5,,4.8,10.3,10.7,7.4,5.1,1.3,11,3.4
2023-05-14,254.5,70.9,61.2,59.5,12.5,,4.4,9.1,10.4,7.1,4.7,1.4,10.2,3.2
2023-05-15,279.6,78.8,65.4,63.1,16.1,,5.2,14.9,9.2,7.8,4.9,1.3,10.8,2.1
2023-05-16,272.6,76.1,65.7,61.3,15.5,,5.1,14.2,8.8,7.5,4.7,1.2,10.3,2
2023-05-17,261.6,73.3,62.9,58.8,15,,4.9,13.7,8.2,7.1,4.5,1.1,10.2,1.9
2023-05-18,278.9,78,67.4,62.8,15.9,,5.1,14.3,8.9,7.5,4.8,1.3,10.6,2.3
2023-05-19,319.4,89.8,75,73,17.7,,5.6,15.6,11.2,8.7,5.5,1.6,12.5,3.1
2023-05-20,313.8,88.2,79,72.3,16.2,,5.1,11.7,11.2,7.8,5.2,1.4,12,3.7
2023-05-21,248.3,69.9,58.6,58.5,12.3,,4.3,8.7,10.3,6.8,4.4,1.4,10,3.2
2023-05-22,272.6,77.3,63.5,61.5,15.9,,5.1,14.2,8.9,7.7,4.7,1.2,10.5,2
2023-05-23,275.4,77,66.6,61.7,15.9,,5.1,14.2,8.8,7.5,4.8,1.2,10.5,2.1
2023-05-24,271.9,76.5,65.4,60.9,15.9,,5,14,8.6,7.6,4.6,1.1,10.2,2.1
2023-05-25,280.5,78,67.7,63.2,16.3,,5.1,14.4,9.1,7.8,4.8,1.3,10.6,2.2
2023-05-26,301.3,84.8,70.9,68.2,17.1,,5.3,15.1,10.4,8.3,5.2,1.5,11.8,2.7
2023-05-27,248.8,69.7,61.4,57.5,12.5,,4.4,9.8,9.2,6.5,4.2,1.2,9.7,2.6
2023-05-28,212.1,58.8,50.2,49,10.3,,3.8,8,9.1,6.2,3.9,1.3,8.8,2.7
2023-05-29,264.6,74.4,61.7,59.5,15.4,,5,14.2,8.8,7.5,4.7,1.2,10.3,2
2023-05-30,265.9,74.3,63.9,59.4,15.5,,5,13.8,8.6,7.3,4.7,1.2,10.1,2.1
2023-05-31,272.9,76.6,65.6,60.8,15.9,,5.1,14.1,8.8,7.5,4.8,1.2,10.4,2.1
2023-06-01,276.7,77.9,66.9,61.5,16.2,,5.1,14,8.9,7.6,4.8,1.2,10.6,2.1
2023-06-02,304.2,85.5,71.3,68.9,17.2,,5.4,15,10.7,8.5,5.4,1.5,11.9,2.9
2023-06-03,271.2,75.4,67.2,63.1,14,,4.6,10.3,9.9,7,4.9,1.3,10.4,3.1
2023-06-04,215.3,59.8,51.1,50,,,3.9,7.9,9.3,6.2,4.1,1.3,8.7,2.8
2023-06-05,258,73.3,60,58.1,,,4.9,13.6,8.4,7.5,4.3,1.2,9.9,1.9
2023-06-06,285.2,79.3,69.3,64.3,16.2,,5.3,14.6,9,7.8,5.1,1.3,10.9,2.1
2023-06-07,283.6,79.2,68.8,64.1,16.3,,5.2,14.4,9,7.6,5,1.2,10.7,2.2
2023-06-08,277.8,77.3,67.3,62.5,16,,5.1,14.2,9.1,7.6,4.9,1.2,10.4,2.2
2023-06-09,310.5,87.3,73.4,70,17.3,,5.5,15.6,10.9,8.6,5.4,1.5,12,3
2023-06-10,253.8,70.3,63.3,58.6,12.8,,4.3,9.8,9.3,6.5,4.3,1.3,10.6,2.7
2023-06-11,234.2,64.5,56.1,55.1,11.4,,4.2,8.5,9.4,6.6,4.3,1.3,10.1,2.7
2023-06-12,287,80.2,67.7,65.1,16.8,,5.3,14.9,9.5,7.8,5,1.4,11,2.2
2023-06-13,285.6,79.4,69.9,64.6,16.4,,5.2,14.5,9.1,7.6,4.9,1.2,10.7,2.1
2023-06-14,289.3,80.4,70.5,65.6,16.7,,5.2,14.6,9.6,7.7,4.6,1.2,10.7,2.3
2023-06-15,287,79.7,70,65.4,16.4,,5.2,14.5,9.4,7.6,4.8,1.2,10.8,2.1
2023-06-16,318.1,89.4,75.9,72.5,17.8,,5.6,15.6,10.9,8.4,5.3,1.5,12.3,2.9
2023-06-17,233.6,64.3,58.3,54.3,11.5,,4.1,8.7,9.3,6.2,4,1.1,9,2.8
2023-06-18,182.2,50.5,43.8,42.7,8.3,,3.3,7.2,7.8,5.2,3,1,7.3,2.1
2023-06-19,276.5,78.9,64.8,63.3,15.7,,5.1,14.2,9.1,7.6,4.4,1.2,10.3,2
2023-06-20,309.4,86.5,75.6,71.3,17.4,,5.5,15.1,9.9,8.1,5.1,1.3,11.7,1.9
2023-06-21,354.4,100.5,82.3,82.8,19.3,,6.1,16.7,12.4,9.8,5.8,1.8,14.2,2.7
2023-06-22,290.6,79.9,70.3,74.3,14.1,,4.8,8.7,11.2,7.5,4.9,1.5,10.4,3
2023-06-23,285.4,78.5,72.7,70.7,13.4,,4.6,8.3,10.4,7,5,1.5,10.4,2.9
2023-06-24,228.6,63.2,54,55.3,10.5,,4,7.7,9.2,7,4.1,1.3,9.8,2.5
2023-06-25,267.3,75.9,61.6,61.3,14.9,,5.2,13.8,8.6,7.9,4.4,1.2,10.4,2.1
2023-06-26,294.2,83.1,68.6,66.8,16.4,,5.6,15,9.9,8.1,5.1,1.6,11.7,2.3
2023-06-27,299.4,83.6,72.8,68.5,16.3,,5.5,14.8,9.5,8,5.2,1.4,11.6,2.2
2023-06-28,304.8,85.9,73.5,70.3,16.6,,5.6,14.8,9.7,8.1,5.2,1.4,11.6,2.1
2023-06-29,294.9,83.9,70.4,68,16,,5.4,14.3,9.5,7.9,4.9,1.4,11.2,2
2023-06-30,306.6,88.4,72.2,71.1,16.5,,5.6,14.7,9.9,8.2,4.8,1.4,11.7,2.1
2023-07-01,279.5,76.9,69.4,68.2,14.3,,5.1,9.6,9.9,7.2,4.8,1.4,10.4,2.3
2023-07-02,223.7,61.7,55,54.3,10.7,,4.1,7.4,8.4,6,3.9,1.3,8.9,2
2023-07-03,314.8,88.7,74.4,73.2,17.7,,5.9,15.3,10.2,8.5,5.4,1.5,11.8,2.2
2023-07-04,298.6,83.1,73.6,69.1,16.3,,5.6,14.7,9.3,7.8,4.9,1.3,10.9,1.9
2023-07-05,307.6,85.9,75.3,71.2,17,,5.8,15.1,9.6,8,5.2,1.3,11.3,1.9
2023-07-06,292.4,82.1,70.9,67.8,15.9,,5.6,14.7,9.1,7.8,4.8,1.3,10.6,1.8
2023-07-07,296.6,83.9,70.9,69,15.8,,5.4,14.8,9.7,8.3,4.8,1.3,10.6,2.1
2023-07-08,260.8,71.4,66.1,63.4,12.6,,4.9,9.2,8.7,6.9,4.5,1.1,10.2,1.8
2023-07-09,230.4,63.2,56.5,56.2,10.9,,4.4,7.6,8.5,6.5,4.2,1.2,9.3,1.9
2023-07-10,296.6,84.3,69.6,68.7,16.7,,5.7,14.8,9.4,8.2,5,1.3,11,1.9
2023-07-11,298.4,83.1,73.5,69.1,16.1,,5.7,14.5,9.3,7.9,5.1,1.3,10.9,1.8
2023-07-12,292.9,81.6,71.9,68,16,,5.6,14.5,9,7.8,4.9,1.3,10.6,1.7
2023-07-13,295.8,82.6,72.7,68.7,16,,5.6,14.5,9.1,7.9,5,1.3,10.7,1.7
2023-07-14,313,88,75.8,72.8,16.5,,5.9,15.7,9.8,8.6,5.2,1.4,11.4,1.9
2023-07-15,273.8,74.2,70.4,66.3,13,,5,11.2,9,7.2,4.6,1.3,9.8,1.8
2023-07-16,241.7,65.9,60.8,58.4,10.9,,4.6,9.2,8.4,6.7,4.3,1.2,9.4,1.9
2023-07-17,285.5,81.2,67.1,66.4,15.8,,5.4,14.3,9,8,4.9,1.3,10.2,1.9
2023-07-18,310.1,85.8,77.1,72.2,17,,5.9,14.9,9.2,8.1,5.4,1.4,11.3,1.8
2023-07-19,288.1,81,70.9,66.2,15.8,,5.4,14.4,8.6,7.8,4.8,1.3,10.3,1.6
2023-07-20,289.9,81,71.3,67.5,15.7,,5.5,14.3,8.6,7.7,4.8,1.3,10.5,1.6
2023-07-21,304.4,85.9,73.5,70.8,16.2,,5.8,15.1,9.4,8.3,5,1.3,11.2,1.9
2023-07-22,259.4,70.6,65.2,64,12.3,,4.9,9.7,8.7,6.9,4.4,1.2,9.6,1.8
2023-07-23,248.2,67.6,61.4,61.2,11.5,,4.7,8.7,8.8,6.8,4.6,1.3,9.6,2
2023-07-24,300.7,85,70.8,70.1,16.6,,5.7,14.9,9.6,8.2,5.2,1.4,11.2,2
2023-07-25,290.6,80.5,71.9,68.2,15.5,,5.5,14.1,8.8,7.6,5,1.3,10.5,1.7
2023-07-26,297.6,82.8,73.2,70,16.1,,5.7,14.5,8.9,7.7,5,1.3,10.7,1.7
2023-07-27,296,82.3,73,69.6,15.9,,5.6,14.4,8.8,7.8,4.9,1.3,10.7,1.7
2023-07-28,304,85.4,73.3,71.6,16,,5.7,14.8,9.4,8.3,5,1.4,11.1,1.9
2023-07-29,248.4,67.9,62.8,61.8,11.8,,4.8,8.7,8.1,6.5,4.2,1.1,9.2,1.6
2023-07-30,224.6,61.4,55.1,55.9,10.2,,4.4,7.3,8.2,6.2,4.1,1.2,8.8,1.8
2023-07-31,297.9,84.7,70,69.8,16,,5.9,14.6,9.4,8,5.2,1.4,11,1.9
2023-08-01,305.6,84.4,75.5,72.7,16.2,,5.8,14.6,9,7.9,5.2,1.4,11.2,1.8
2023-08-02,302.1,83.9,74.2,72.1,15.9,,5.7,14.4,9,7.9,5,1.3,10.9,1.8
2023-08-03,300,83.4,73.9,71.8,15.6,,5.7,14.3,9,7.8,5,1.3,10.6,1.7
2023-08-04,319.4,89.8,77,76.8,16.3,,5.9,15.3,9.9,8.6,5.1,1.4,11.4,2
2023-08-05,274,74.6,69.1,69.3,12.9,,5.1,9.7,8.9,7.1,4.5,1.2,9.8,1.8
2023-08-06,234.2,64,57.6,59,10.4,,4.4,7.8,8.5,6.4,4,1.2,9,1.9
2023-08-07,300.6,85,70.5,71.6,16.1,,5.7,14.6,9.4,8.2,5.1,1.4,11,1.9
2023-08-08,306.9,85,76.2,73.1,15.8,,5.8,14.7,9.2,7.9,5.1,1.3,10.9,1.8
2023-08-09,305.9,85.1,75.5,72.9,16,,5.8,14.6,9.1,7.9,5.1,1.3,10.9,1.7
2023-08-10,305.7,85,75.4,73.1,15.9,,5.7,14.6,9.1,7.9,5,1.3,10.9,1.8
2023-08-11,323.3,90.8,78.4,77.8,16.6,,5.9,15.2,9.9,8.6,5.2,1.4,11.6,2
2023-08-12,273,74.7,69.1,68.6,12.7,,4.9,9.3,9,7.1,4.5,1.3,10.1,1.8
2023-08-13,229.1,62.6,56.9,57.8,10,,4.4,7.4,8.1,6.1,3.9,1.2,8.9,1.8
2023-08-14,303.9,86,71.4,72.6,16.4,,5.8,14.7,9.4,8.1,5.2,1.4,11.1,1.9
2023-08-15,307.9,85,76.5,73.6,16.2,,5.8,14.6,9.1,7.9,5.2,1.3,11,1.8
2023-08-16,311.4,86.6,76.6,74.5,16.5,,5.8,14.8,9.2,8,5.2,1.4,11,1.8
2023-08-17,305.4,85,74.7,73,15.9,,5.7,15.1,9.1,7.8,5,1.3,10.9,1.8
2023-08-18,330.6,93,79.7,79.6,17.1,,6.1,15.4,10.3,8.7,5.4,1.5,11.7,2.1
2023-08-19,285,77.7,71.7,72.8,13.6,,5.2,9.2,9.3,7.1,4.7,1.3,10.4,2
2023-08-20,249.8,68.6,61.1,63.2,11.2,,4.7,8,9,6.7,4.3,1.3,9.7,2
2023-08-21,302.5,85.4,71,71.6,16.4,,5.7,14.8,9.7,8.1,5.2,1.4,11.1,2
2023-08-22,301,84.8,73.9,70.8,15.8,,5.7,14.4,9,7.9,4.8,1.2,10.9,1.8
2023-08-23,310.3,85.8,76,73.6,16.6,,5.8,14.8,9.6,8,5.3,1.4,11.3,2
2023-08-24,304.6,84.7,74.6,72.2,16.2,,5.7,14.5,9.4,7.9,5.1,1.4,11,1.9
2023-08-25,322.4,90.4,77.2,76.7,16.8,,6,15.2,10.6,8.6,5.3,1.5,11.8,2.3
2023-08-26,283.9,77.2,69.9,71.6,13.5,,5.1,9.5,10.6,7.3,4.8,1.4,10.6,2.4
2023-08-27,227.1,62,54.4,56.7,9.8,,4.2,7.4,9.7,6.3,4,1.3,9.1,2.4
2023-08-28,277.3,78.3,64.5,64.3,15,,5.3,14.1,9.3,7.8,4.7,1.3,10.6,2.1
2023-08-29,298.3,82.2,72.5,69.3,16,,5.7,14.7,9.5,7.8,5.4,1.4,11.6,2.2
2023-08-30,279.7,78.5,67.3,64.3,15.2,,5.4,14.2,8.7,7.6,4.8,1.2,10.6,1.7
2023-08-31,292.5,81.6,70.4,66.6,15.7,,5.6,14.8,9.7,7.8,5.2,1.4,11.4,2.2
2023-09-01,314.4,88.2,74.8,71.9,17.1,,5.8,15.8,10.8,8.5,5.4,1.4,12,2.7
2023-09-02,279.1,76.5,69.2,65.9,14.2,,4.9,10,10.8,7.2,5.1,1.3,10.5,3.5
2023-09-03,238.3,65.6,56.9,55.4,11.8,,4.4,8.4,10.4,6.7,4.3,1.3,9.6,3.5
2023-09-04,274,76.2,64.2,62,16,,5.3,14.8,9.1,7.6,4.8,1.3,10.7,2
2023-09-05,273.9,75.2,66.2,61.9,15.7,,5.2,14.6,9,7.4,4.7,1.3,10.5,1.9
2023-09-06,279.8,77.5,67.7,62.7,16,,5.3,15,9.5,7.4,4.7,1.3,10.6,2.1
2023-09-07,274.9,75.9,66.7,62.3,15.7,,5.2,14.5,8.9,7.3,4.7,1.2,10.4,1.9
2023-09-08,312,87.1,73.8,71.2,17.5,,5.6,14.5,10.9,8.4,5.4,1.5,12.2,2.9
2023-09-09,278.4,76.2,69.2,65.1,14.8,,4.8,9.8,10.7,7.2,4.9,1.4,11,3.3
2023-09-10,243.8,67,58.5,56.2,12.2,,4.4,9.2,10.2,6.7,4.5,1.5,10.2,3.2
2023-09-11,274,76.3,64.2,61.7,16.1,,5.3,14.8,9,7.6,4.9,1.4,10.7,2
2023-09-12,259.1,71.7,63,58,15.1,,5,13.8,8.1,7.1,4.5,1.2,9.8,1.8
2023-09-13,257,71.9,62.3,57.2,15,,5,13.6,7.9,7.2,4.4,1.1,9.6,1.8
2023-09-14,268.5,74.2,65.1,60.2,15.7,,5.2,14.2,8.4,7.3,4.7,1.2,10.4,1.9
2023-09-15,313.5,87.1,75.2,69.9,17.4,,5.6,17.2,10.7,8.6,5.6,1.6,12,2.8
2023-09-16,283,77.3,72,64.7,14.4,,4.9,11.9,10.2,7.1,4.8,1.3,11,3.3
2023-09-17,261.8,71.8,64.4,60,12.7,,4.7,10.5,10.6,7.1,4.7,1.5,10.3,3.5
2023-09-18,277,77,65.9,62,16.2,,5.4,14.9,9,7.6,5,1.3,10.6,2
2023-09-19,267.3,73.7,65.1,59.7,15.7,,5.2,14.3,8.3,7.2,4.8,1.3,10.2,1.8
